,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
453,25.0,,85971,-1,1,0,0,1,3,2.2,9.5,1,Heung-Min,9.0,390,True,Hamstring injury - 25% chance of playing,2020-09-27T16:00:17.251688Z,90,85971.jpg,9.0,Son,25.3,False,,d,17,6,27,1038976,59748,1266048,647312,1.0,3.0,Son,225,4,0,0,3,0,0,0,0,0,0,2,98,157.6,109.1,129.0,39.6,3,1,10,6,12,4,5,3,1.0,,4.0,,2.0,
454,,,93264,0,0,0,0,0,2,1.7,2.2,2,Eric,1.7,391,False,,,50,93264.jpg,1.7,Dier,1.6,False,,a,17,6,5,24952,2412,36974,6367,0.3,1.0,Dier,270,0,0,0,4,0,0,0,0,0,0,0,34,48.0,2.7,4.0,5.5,103,40,240,72,218,69,193,64,,,3.0,,,
455,,,95715,0,0,-1,1,0,3,4.3,4.8,9,Lucas,4.3,392,False,,,69,95715.jpg,4.3,Rodrigues Moura da Silva,2.0,False,,a,17,6,13,33083,15632,67106,6842,0.6,1.9,Lucas Moura,228,1,0,1,2,0,0,0,0,0,0,1,29,42.2,25.8,117.0,18.5,128,48,104,67,18,7,39,22,5.0,,,,,
456,,,102884,0,0,0,0,0,1,0.0,0.5,0,Paulo,0.0,393,False,,,45,102884.jpg,0.0,Gazzaniga,0.3,False,,a,17,6,0,1145,130,6447,1002,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,50,396,34,357,32,413,50,,,,,,
457,,,108823,0,0,-3,3,0,3,0.3,0.8,0,Bamidele,0.3,394,False,,,77,108823.jpg,1.0,Alli,0.9,False,,a,17,6,1,11356,1076,206188,10557,0.0,0.1,Alli,45,0,0,0,0,0,0,0,0,0,0,0,3,8.4,11.9,21.0,4.1,258,108,177,106,135,76,230,104,,,,,3.0,
458,,,115556,0,0,0,0,0,2,1.7,2.2,2,Ben,1.7,395,False,,,50,115556.jpg,1.7,Davies,1.9,False,,a,17,6,5,30793,1675,74346,12968,0.3,1.0,Davies,270,0,0,0,4,0,0,0,0,0,0,0,33,35.6,49.3,38.0,12.3,156,64,44,10,84,15,80,20,,,,,,
459,,,132015,0,0,-1,1,0,3,1.7,2.2,2,Pierre-Emile,1.7,396,False,,,49,132015.jpg,1.7,Højbjerg,0.8,False,,a,17,6,5,13269,3577,32269,4311,0.3,1.0,Højbjerg,270,0,0,0,4,0,0,0,1,0,0,0,36,42.8,38.4,8.0,8.9,124,46,71,51,185,100,123,62,,,,,,
460,,,157668,0,0,0,0,0,3,1.3,1.8,1,Harry,1.3,397,False,,,55,157668.jpg,1.3,Winks,0.2,False,,a,17,6,4,1997,452,4390,762,0.2,0.7,Winks,239,0,0,0,4,0,0,0,1,0,0,0,34,34.0,20.2,0.0,5.4,164,63,137,87,515,208,196,89,,,,,,
461,,,173904,0,0,0,0,0,2,1.0,1.5,2,Davinson,1.0,398,False,,,55,173904.jpg,1.5,Sánchez,1.0,False,,a,17,6,3,7853,1162,22787,2962,0.2,0.5,Sánchez,180,0,0,0,3,0,0,0,0,0,0,0,19,24.4,1.6,52.0,7.8,200,81,255,82,46,4,141,38,,,,,,
462,,,184349,0,0,-1,1,0,2,0.0,0.5,0,Ryan,0.0,399,False,,,49,184349.jpg,0.0,Sessegnon,0.2,False,,a,17,6,0,758,105,8412,1056,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470,182,462,181,438,170,475,182,,,,,,
463,,,194252,0,0,-2,2,0,3,1.0,1.5,1,Steven,1.0,400,False,,,73,194252.jpg,1.0,Bergwijn,0.6,False,,a,17,6,3,6154,1250,61708,5579,0.1,0.4,Bergwijn,81,0,0,0,2,0,0,0,0,0,0,0,8,11.4,33.2,19.0,6.4,247,103,84,60,144,83,172,82,4.0,,,,,
464,,,195774,0,0,-1,1,0,3,0.0,0.5,0,Gedson,0.0,401,False,,,49,195774.jpg,0.0,Carvalho Fernandes,0.1,False,,a,17,6,0,898,160,3091,440,0.0,0.0,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,472,186,464,187,441,176,477,187,,,,,,
465,0.0,0.0,199584,0,0,-1,1,0,2,0.0,0.0,0,Japhet,0.0,402,False,Thigh injury - Unknown return date,2020-09-11T16:00:18.143549Z,49,199584.jpg,0.0,Tanganga,0.1,False,,i,17,6,0,181,40,4758,364,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,184,468,183,446,173,481,184,,,,,,
466,100.0,100.0,200826,0,0,-1,1,0,3,1.0,1.5,3,Giovani,1.0,403,False,,2020-09-11T16:00:18.162710Z,69,200826.jpg,1.5,Lo Celso,0.6,False,,a,17,6,3,3266,872,19855,1573,0.1,0.4,Lo Celso,121,0,0,1,1,0,0,0,1,0,0,0,10,14.4,46.3,43.0,10.4,235,95,50,36,68,31,102,52,2.0,,5.0,,,
467,0.0,0.0,209042,0,0,0,0,0,3,0.0,0.0,0,Oliver,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,45,209042.jpg,0.0,Skipp,0.0,False,,n,17,6,0,833,121,1289,190,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,159,415,160,380,143,430,160,,,,,,
468,,,231372,-1,1,-1,1,0,3,0.7,1.2,1,Tanguy,0.7,405,False,,,59,231372.jpg,0.7,Ndombele,0.2,False,,a,17,6,2,4670,899,8396,1574,0.1,0.3,Ndombele,72,0,0,0,2,0,0,0,1,0,0,0,8,8.0,7.9,4.0,2.0,259,109,201,111,227,113,282,128,6.0,,,,,
469,,,234908,0,0,-1,1,0,2,0.0,0.5,0,Juan,0.0,406,False,,,44,234908.jpg,0.0,Foyth,0.1,False,,a,17,6,0,1055,161,4101,592,0.0,0.0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,376,148,361,147,318,128,383,149,,,,,,
470,,,87835,-1,1,-1,1,0,2,1.3,1.8,2,Matt,1.3,457,False,,,59,87835.jpg,1.3,Doherty,15.4,False,,a,17,6,4,91232,6585,610379,102231,0.2,0.7,Doherty,255,0,0,0,4,0,0,0,1,0,0,0,21,47.2,31.4,43.0,12.2,106,42,88,20,67,9,83,22,,,,,,
471,100.0,100.0,15749,0,0,0,0,0,1,0.0,0.5,0,Joe,0.0,482,False,,2020-08-20T13:00:12.071870Z,45,15749.jpg,0.0,Hart,0.8,False,,a,17,6,0,3103,385,14838,2485,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,37,364,17,321,15,386,37,,,,,,
472,,,168763,0,0,0,0,0,2,0.0,0.5,0,Cameron,0.0,521,False,,,40,168763.jpg,0.0,Carter-Vickers,0.4,False,,a,17,6,0,8767,1331,7676,1423,0.0,0.0,Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,340,117,324,115,273,89,346,117,,,,,,
473,100.0,50.0,199249,0,0,0,0,0,2,2.5,1.5,0,Sergio,0.0,542,False,,2020-09-22T08:56:13.068534Z,55,199249.jpg,0.0,Reguilón,0.2,False,,a,17,6,0,17807,5443,5679,1378,0.0,0.0,Reguilón,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,521,197,525,197,520,196,525,197,,,,,,
474,0.0,0.0,36903,0,0,0,0,0,3,0.0,0.0,0,Gareth,0.0,543,False,Knee injury - Unknown return date,2020-09-22T08:56:43.846176Z,95,36903.jpg,0.0,Bale,0.2,False,,i,17,6,0,17239,4092,7914,3143,0.0,0.0,Bale,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,553,229,553,229,553,229,553,229,,,,,,
475,,,50093,0,0,0,0,0,1,-0.5,-1.0,0,David,0.0,56,False,,,40,50093.jpg,0.0,Button,4.7,False,,a,18,35,0,45806,6159,51257,7266,0.0,0.0,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,332,27,316,7,264,5,338,27,,,,,,
476,,,171975,0,0,0,0,1,4,4.8,4.3,13,Callum,5.3,358,False,,,55,171975.jpg,5.3,Robinson,0.7,False,,a,18,35,16,42012,33498,16198,6087,1.0,2.9,Callum Robinson,214,2,0,0,7,0,0,0,0,0,0,3,53,71.6,30.3,50.0,15.0,53,11,92,8,51,23,55,16,,,,,,
477,0.0,0.0,42427,0,0,-1,1,0,2,0.0,0.0,0,Kieran,-1.0,407,False,Suspended until 17 Oct,2020-09-19T14:00:16.077092Z,44,42427.jpg,-1.5,Gibbs,0.4,False,,s,18,35,-3,2612,144,30610,2809,-0.2,-0.7,Gibbs,135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2.0,2.3,261,102,166,41,235,76,267,92,,,,,,
478,100.0,75.0,49440,0,0,-1,1,0,4,0.2,-0.2,1,Hal,0.7,408,False,,2020-09-24T00:00:16.303635Z,54,49440.jpg,1.0,Robson-Kanu,0.2,False,,a,18,35,2,5055,1053,17120,2311,0.1,0.4,Robson-Kanu,54,0,0,0,4,0,0,0,0,0,0,0,6,3.2,10.7,9.0,2.3,295,32,191,30,178,36,269,37,,,,,2.0,
479,,,49944,-1,1,-1,1,0,3,1.5,1.0,2,Jake,2.0,409,False,,,49,49944.jpg,2.0,Livermore,0.1,False,,a,18,35,6,1861,900,4714,697,0.4,1.2,Livermore,270,0,0,0,11,0,0,0,0,0,0,0,26,31.4,23.5,19.0,7.3,170,64,118,75,142,81,150,73,,,,,,
480,75.0,75.0,49957,-1,1,-2,2,0,3,-0.4,-0.8,0,Kamil,0.0,410,False,Back injury - 75% chance of playing,2020-09-24T00:00:16.316756Z,53,49957.jpg,0.0,Grosicki,0.1,False,,d,18,35,0,251,16,4791,571,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,200,495,201,484,195,502,201,3.0,,,,,
481,100.0,100.0,50229,0,0,-2,2,0,3,0.2,-0.3,1,Matt,0.7,411,False,,2020-09-14T10:30:13.911211Z,53,50229.jpg,1.0,Phillips,0.1,False,,a,18,35,2,830,261,5013,484,0.1,0.4,Phillips,35,0,0,0,1,0,0,0,0,0,0,0,4,4.4,0.1,8.0,1.2,285,129,309,153,188,101,297,133,1.0,,2.0,,,
482,,,59940,0,0,0,0,0,2,2.2,1.7,7,Kyle,2.7,412,False,,,45,59940.jpg,2.7,Bartley,0.2,False,,a,18,35,8,3539,2441,3823,725,0.6,1.8,Bartley,270,1,0,0,11,0,0,0,0,0,0,0,46,90.0,0.5,33.0,12.3,24,5,281,102,95,19,78,18,,,,,,
483,,,61600,0,0,0,0,0,3,1.5,1.0,2,Romaine,2.0,413,False,,,50,61600.jpg,2.0,Sawyers,0.0,False,,a,18,35,6,438,184,1291,196,0.4,1.2,Sawyers,232,0,0,0,9,0,0,0,0,0,0,0,26,27.8,14.6,1.0,4.4,185,70,160,100,254,127,218,100,,,,,,
484,75.0,75.0,77777,0,0,-1,1,0,2,-0.4,-0.8,0,Ahmed El-Sayed,0.0,414,False,Hamstring injury - 75% chance of playing,2020-09-17T20:30:15.014901Z,44,77777.jpg,0.0,Hegazy,0.5,False,,d,18,35,0,1921,108,46805,4944,0.0,0.0,Hegazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,136,348,135,301,113,370,137,,,,,,
485,,,78356,-1,1,-2,2,0,4,-0.5,-1.0,0,Charlie,0.0,415,False,,,53,78356.jpg,0.0,Austin,0.4,False,,a,18,35,0,5865,531,43047,4969,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,51,496,55,485,55,503,55,,,,,1.0,
486,0.0,0.0,82078,-1,1,-1,1,0,4,0.0,0.0,0,Kenneth,0.0,416,False,Calf injury - Unknown return date,2020-09-06T03:00:11.234287Z,49,82078.jpg,0.0,Zohore,0.1,False,,i,18,35,0,1162,109,4797,540,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,46,454,50,428,49,468,50,,,,,3.0,
487,,,101982,0,0,0,0,0,1,1.2,0.7,3,Sam,1.7,417,False,,,45,101982.jpg,1.7,Johnstone,0.7,False,,a,18,35,5,14864,2728,18706,2376,0.4,1.1,Johnstone,270,0,0,0,11,0,0,0,0,0,13,0,53,91.8,0.0,0.0,9.2,22,2,395,33,356,31,119,2,,,,,,
488,100.0,100.0,108053,0,0,0,0,0,2,-0.2,-0.7,1,Conor,0.3,418,False,,2020-09-06T03:00:11.250855Z,45,108053.jpg,1.0,Townsend,0.1,False,,a,18,35,1,1116,321,1938,304,0.1,0.2,Townsend,90,0,0,0,3,0,0,0,0,0,0,0,9,12.2,1.4,4.0,1.8,243,96,259,85,210,62,284,99,,,,,,
489,,,146426,0,0,-1,1,0,2,-0.2,-0.7,1,Oluwasemilogo Adesewo Ibidapo,0.3,419,False,,,49,146426.jpg,0.3,Ajayi,0.2,False,,a,18,35,1,2244,483,10807,1149,0.1,0.2,Ajayi,270,0,0,0,11,0,0,0,1,0,0,0,23,31.6,0.8,0.0,3.3,169,69,275,97,434,169,243,81,,,,,,
490,0.0,0.0,173809,0,0,0,0,0,3,0.0,0.0,0,Jonathan,0.0,420,False,Joined Birmingham City on a permanent deal on 28/8,2020-08-28T12:30:11.345089Z,45,173809.jpg,0.0,Leko,0.0,False,,u,18,35,0,642,87,1812,257,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,157,407,158,370,140,422,158,,,,,,
491,,,174593,-1,1,-1,1,0,3,0.2,-0.3,0,Kyle,0.7,421,False,,,49,174593.jpg,1.0,Edwards,0.0,False,,a,18,35,2,304,50,1030,167,0.1,0.4,Edwards,41,0,0,0,2,0,0,0,0,0,0,0,6,4.8,0.5,20.0,2.5,280,126,282,140,137,78,260,119,,,,,,
492,,,176420,0,0,0,0,0,2,1.2,0.7,3,Darnell,1.7,422,False,,,45,176420.jpg,1.7,Furlong,0.1,False,,a,18,35,5,2564,575,2926,439,0.4,1.1,Furlong,248,0,1,0,9,0,0,0,1,0,0,0,31,43.4,39.5,18.0,10.1,120,48,69,15,147,32,107,33,,,,,,
493,,,195864,0,0,-1,1,0,3,0.2,-0.3,1,Sam,0.7,423,False,,,49,195864.jpg,1.0,Field,0.0,False,,a,18,35,2,271,28,843,112,0.1,0.4,Field,16,0,0,0,1,0,0,0,0,0,0,0,9,6.2,0.1,0.0,0.6,272,121,307,152,442,177,310,141,,,,,,
494,,,216616,0,0,0,0,0,2,0.2,-0.3,1,Dara,0.7,425,False,,,45,216616.jpg,0.7,O'Shea,0.3,False,,a,18,35,2,1380,207,6934,852,0.2,0.4,O'Shea,270,0,0,0,11,0,0,0,0,0,0,0,31,57.6,0.9,0.0,5.8,78,26,268,92,384,155,183,58,,,,,,
495,,,232427,0,0,0,0,0,3,-0.2,-0.7,0,Rekeem,0.3,426,False,,,45,232427.jpg,1.0,Harper,0.6,False,,a,18,35,1,12731,874,16196,2648,0.1,0.2,Harper,21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0.0,0.4,313,145,250,134,394,151,315,144,,,,,,
496,,,179830,0,0,0,0,0,3,3.2,2.7,2,Grady,3.7,446,False,,,55,179830.jpg,3.7,Diangana,0.7,False,,a,18,35,11,26281,7689,19038,3467,0.7,2.0,Diangana,233,1,0,0,10,0,0,0,0,0,0,0,34,64.4,36.6,57.0,15.8,67,26,74,54,42,19,52,30,4.0,,,,,
497,,,210407,0,0,0,0,0,3,5.2,4.7,5,Matheus,5.7,481,False,,,60,210407.jpg,5.7,Pereira,3.2,False,,a,18,35,17,106645,59251,86370,11813,1.0,2.8,Pereira,250,1,2,0,10,0,0,0,0,0,0,0,63,92.4,55.0,37.0,18.4,21,9,36,26,86,41,40,23,2.0,,1.0,,,
498,,,183015,0,0,0,0,0,2,-0.5,-1.0,0,Cedric,0.0,499,False,,,45,183015.jpg,0.0,Kipre,0.1,False,,a,18,35,0,195,24,1742,218,0.0,0.0,Kipre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,168,410,167,373,151,425,168,,,,,,
499,100.0,100.0,41135,0,0,0,0,0,2,-0.5,-1.0,0,Branislav,0.0,530,False,,2020-09-18T09:00:14.352799Z,45,41135.jpg,0.0,Ivanovic,0.1,False,,a,18,35,0,4323,542,1900,387,0.0,0.0,Ivanovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,154,375,153,332,134,396,154,,,,,,
500,100.0,0.0,232787,0,0,0,0,0,3,1.4,0.0,0,Conor,0.0,544,False,,2020-09-25T09:00:11.082178Z,55,232787.jpg,0.0,Gallagher,0.0,False,,a,18,35,0,410,123,116,40,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,211,527,213,523,210,527,212,,,,,,
501,100.0,100.0,18073,0,0,-1,1,0,3,0.5,1.0,1,Mark,1.0,427,False,,2020-09-18T13:30:12.470945Z,49,18073.jpg,1.5,Noble,1.1,False,,a,19,21,3,3011,624,71985,5537,0.2,0.6,Noble,68,0,0,0,1,0,0,0,0,0,0,0,11,7.0,12.7,0.0,2.0,267,116,175,104,411,165,280,126,5.0,,,,1.0,
502,100.0,100.0,18987,0,0,-1,1,0,3,-0.5,0.0,0,Robert,0.0,428,False,,2020-09-03T14:30:12.052712Z,59,18987.jpg,0.0,Snodgrass,0.1,False,,a,19,21,0,389,68,4523,487,0.0,0.0,Snodgrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,212,528,214,525,211,529,213,1.0,,,,,
503,,,19194,0,0,0,0,0,1,-0.5,0.0,0,David,0.0,429,False,,,40,19194.jpg,0.0,Martin,7.5,False,,a,19,21,0,39241,6104,63557,9632,0.0,0.0,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,328,23,312,3,260,1,334,23,,,,,,
504,,,32259,0,0,0,0,0,1,-0.5,0.0,0,Darren,0.0,430,False,,,45,32259.jpg,0.0,Randolph,0.2,False,,a,19,21,0,611,94,3315,495,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,41,369,21,326,19,391,41,,,,,,
505,,,37096,0,0,0,0,0,1,2.5,3.0,7,Lukasz,3.0,431,False,,,50,37096.jpg,3.0,Fabianski,1.4,False,,a,19,21,9,6258,1642,31084,3131,0.6,1.8,Fabianski,270,0,0,1,4,0,0,0,0,0,4,0,47,27.4,0.0,0.0,2.8,188,17,476,45,458,44,254,17,,,,,,
506,,,40669,-1,1,-1,1,0,2,2.2,2.7,6,Angelo,2.7,432,False,,,49,40669.jpg,2.7,Ogbonna,0.3,False,,a,19,21,8,2439,883,9186,913,0.6,1.6,Ogbonna,270,0,0,1,4,0,0,0,0,0,0,0,47,73.0,1.8,29.0,10.4,48,13,251,79,105,21,101,30,,,,,,
507,0.0,0.0,40694,0,0,0,0,0,1,0.0,0.0,0,Roberto,0.0,433,False,Joined Real Valladolid on a permanent deal on 28/8,2020-08-28T09:00:07.307179Z,45,40694.jpg,0.0,Jimenez Gago,0.0,False,,u,19,21,0,183,27,440,66,0.0,0.0,Roberto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389,43,374,23,331,21,395,43,,,,,,
508,100.0,100.0,54102,0,0,-1,1,0,3,-0.5,0.0,0,Jack,0.0,434,False,,2020-09-15T22:30:15.844771Z,49,54102.jpg,0.0,Wilshere,0.1,False,,a,19,21,0,705,153,5379,474,0.0,0.0,Wilshere,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,180,446,181,418,168,460,181,,,,,,
509,,,55459,0,0,-1,1,0,2,2.5,3.0,7,Aaron,3.0,435,False,,,49,55459.jpg,3.0,Cresswell,0.9,False,,a,19,21,9,6567,2752,26151,2392,0.6,1.8,Cresswell,270,0,0,1,4,0,0,0,0,0,0,1,60,73.2,98.7,0.0,17.2,47,12,11,5,419,162,46,7,3.0,,1.0,,,
510,,,56377,-1,1,-2,2,0,3,-0.2,0.3,0,Andriy,0.3,436,False,,,58,56377.jpg,0.5,Yarmolenko,0.1,False,,a,19,21,1,1694,265,8749,968,0.1,0.2,Yarmolenko,30,0,0,0,2,0,0,0,1,0,0,0,3,5.0,6.3,26.0,3.7,279,125,208,118,114,60,233,106,4.0,,4.0,,,
511,,,57531,0,0,-1,1,0,4,2.8,3.3,2,Michail,3.3,437,False,,,64,57531.jpg,3.3,Antonio,5.9,False,,a,19,21,10,52546,6974,339313,42538,0.5,1.6,Antonio,267,1,0,1,4,0,0,0,0,0,0,0,22,52.8,28.7,177.0,25.8,87,13,96,10,6,3,15,7,,,,,2.0,
512,0.0,,81012,0,0,0,0,0,2,0.0,1.3,1,Ryan,1.3,438,False,Hamstring injury - Expected back 17 Oct,2020-09-27T21:30:19.867705Z,45,81012.jpg,1.3,Fredericks,0.5,False,,i,19,21,4,7292,380,19938,4916,0.3,0.9,Fredericks,228,0,1,0,4,0,0,0,2,0,0,0,43,60.4,109.8,6.0,17.7,75,25,8,3,199,55,44,6,,,,,,
513,100.0,100.0,86934,-1,1,-1,1,0,3,-0.5,0.0,0,Manuel,0.0,439,False,,2020-09-07T01:00:16.188981Z,64,86934.jpg,0.0,Lanzini,0.1,False,,a,19,21,0,780,184,1779,355,0.0,0.0,Lanzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547,224,548,224,547,223,548,224,6.0,,3.0,,3.0,
514,,,101537,0,0,-2,2,0,3,0.2,0.7,0,Felipe Anderson,0.7,440,False,,,63,101537.jpg,1.0,Pereira Gomes,0.3,False,,a,19,21,2,3702,560,19873,2611,0.1,0.3,Felipe Anderson,2,0,0,0,0,0,0,0,0,0,0,0,8,2.4,0.4,2.0,0.5,308,141,288,142,250,124,314,143,,,,,,
515,,,103123,0,0,-2,2,0,4,1.8,2.3,5,Sébastien,2.3,441,False,,,63,103123.jpg,2.3,Haller,0.3,False,,a,19,21,7,3456,919,22295,2022,0.4,1.1,Haller,27,1,0,0,1,0,0,0,0,0,0,0,30,35.4,11.3,45.0,9.1,158,19,184,27,61,27,122,25,,,,,,
516,,,105717,0,0,0,0,1,2,3.8,4.3,12,Arthur,4.3,442,False,,,45,105717.jpg,6.5,Masuaku,0.4,False,,a,19,21,13,13121,10964,6789,1682,1.0,2.9,Masuaku,179,0,1,1,2,0,0,0,0,0,0,3,63,54.0,72.6,5.0,13.2,84,30,24,6,205,58,66,12,,,,,,
517,,,166640,0,0,-1,1,0,2,1.5,2.0,6,Fabián,2.0,443,False,,,44,166640.jpg,6.0,Balbuena,0.2,False,,a,19,21,6,1813,1154,4308,485,0.5,1.4,Balbuena,90,0,0,1,0,0,0,0,0,0,0,0,26,17.4,3.1,0.0,2.1,220,87,234,68,311,122,274,95,,,,,,
518,0.0,0.0,167522,0,0,0,0,0,4,0.0,0.0,0,Jordan,0.0,444,False,Joined Norwich City on a permanent deal on 24/8,2020-08-24T18:30:13.532593Z,55,167522.jpg,0.0,Hugill,0.0,False,,u,19,21,0,181,24,281,44,0.0,0.0,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518,54,522,58,517,57,522,57,,,,,,
519,,,178186,0,0,-2,2,1,3,5.8,6.3,15,Jarrod,6.3,445,False,,,63,178186.jpg,6.3,Bowen,1.0,False,,a,19,21,19,20803,17965,58782,4325,1.0,3.0,Bowen,257,2,0,1,3,0,0,0,0,0,0,2,55,75.2,10.5,91.0,17.7,42,19,194,110,23,9,45,25,2.0,,2.0,,,
520,0.0,0.0,181008,0,0,0,0,0,4,0.0,0.0,0,Albian,0.0,447,False,Transferred to Celtic,2020-08-15T12:28:02.359786Z,55,181008.jpg,0.0,Ajeti,0.0,False,,u,19,21,0,286,31,337,42,0.0,0.0,Ajeti,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,520,55,524,59,519,58,524,58,,,,,,
521,,,204480,0,0,-1,1,0,3,1.8,2.3,3,Declan,2.3,448,False,,,49,204480.jpg,2.3,Rice,3.5,False,,a,19,21,7,24573,8697,112251,13925,0.5,1.4,Rice,270,0,0,1,4,0,0,0,0,0,0,0,56,63.4,45.4,20.0,12.9,68,27,55,40,138,79,71,41,,,5.0,,,
522,,,215439,0,0,0,0,0,3,2.8,3.3,6,Tomas,3.3,449,False,,,50,215439.jpg,3.3,Soucek,3.8,False,,a,19,21,10,38214,12169,153264,16091,0.7,2.0,Soucek,270,0,1,1,4,0,0,0,0,0,0,0,23,24.4,33.7,120.0,17.8,199,78,81,58,17,6,43,24,,,,,,
523,,,217593,0,0,-1,1,0,3,3.8,4.3,9,Pablo,4.3,450,False,,,64,217593.jpg,4.3,Fornals,0.1,False,,a,19,21,13,1441,852,3021,381,0.7,2.0,Fornals,243,0,2,1,3,0,0,0,0,0,0,0,38,25.0,25.3,23.0,7.3,197,76,106,68,126,69,152,74,7.0,,,,,
524,50.0,0.0,219924,0,0,0,0,0,2,0.1,0.0,0,Issa,0.7,451,False,Illness - 50% chance of playing,2020-09-22T20:00:14.006404Z,45,219924.jpg,1.0,Diop,1.0,False,,d,19,21,2,5775,73,50615,8253,0.2,0.4,Diop,180,0,0,0,4,0,0,0,0,0,0,0,25,41.4,1.2,0.0,4.3,130,52,264,88,386,156,225,77,,,,,,
525,,,222018,0,0,0,0,0,2,-0.2,0.3,1,Ben,0.3,452,False,,,40,222018.jpg,1.0,Johnson,2.4,False,,a,19,21,1,25252,9188,46975,6693,0.1,0.2,Johnson,41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0.0,0.5,289,107,261,87,283,97,311,109,,,,,,
526,,,19236,0,0,0,0,0,1,0.5,0.0,0,John,0.0,453,False,,,45,19236.jpg,0.0,Ruddy,0.3,False,,a,20,39,0,1213,151,4516,722,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,38,365,18,322,16,387,38,,,,,,
527,,,19624,0,0,0,0,0,3,2.8,2.3,2,João Filipe Iria,2.3,454,False,,,55,19624.jpg,2.3,Santos Moutinho,2.5,False,,a,20,39,7,19634,4043,70892,10606,0.4,1.3,Moutinho,235,0,0,1,5,0,0,0,0,0,0,0,38,35.0,80.3,9.0,12.5,161,61,19,13,179,96,74,43,1.0,,2.0,,,
